company_name,job_categories,job_experience,job_level,job_link,job_location,job_requirement,job_role_resp,job_salaries_max,job_salaries_min,job_salaries_type,job_skills,job_title,job_type
TOTAL EBIZ SOLUTIONS PTE. LTD.,Information Technology,,Executive,https://www.mycareersfuture.sg/job/project-executive-total-ebiz-solutions-81d7610e9a18cadd85c36c4f8ac0ded5,31 UBI ROAD 1 408694,"Education Qualification,The candidate should possess a Degree / Diploma in Computer Science, Engineering.,1.2 Required Competencies,Good planning and co-ordination skills.,Strong writing, verbal communication and presentation skills.,Good team player, responsible and conscientious.,Resourceful, independent, responsive and pro-active.,Experience with office productivity suites such as Microsoft Office and Microsoft Project.,At least 3 year of working experience in Information Technology (IT) projects.,At least 1 year of working experience in data migration projects.","Work with the business users, Data Migration (DM) and Functional team to achieve milestone delivery for NGPS data migration schedule.,Participate in data mapping sessions on data extraction criteria, mapping, validation and transformation/conversion rules.,Review the data mapping rules and complete the required work within agreed timeline.,Maintain and keep track of the data migration requests put forward by the business users. Ensure proper endorsement obtained by the user authority and all requests are attended to, completed within the timeline and instil proper closure accordingly.,c. Liaise with the data owners/users for the source systems data related issues.,Develop functional and technical specification for source systems extracts and data loading programs.,Verify and confirm the availability of data to meet NGPS data migration requirements, work with business users and NGPS team to recommend suitable default value or formula to derive those data not found in the source systems.,e. Develop data migration programs and tools based on data mapping specifications and ensure that the development and use of the data migration programs comply with the standards, guidelines, validation and transformation rules governing the source/target systems and data.,Perform all necessary tests on migration programs and tools and obtain sign-off from data owner. Also to obtain sign-off for all the project deliverables from the business users and/or the Authority.,Execute data migration programs in line with NGPS schedule.,Ensure the output file formats to NGPS DM team is in the correct format (such as Excel or Tab delimited flat file).,Generate verification reports to assist the business users to validate the accuracy and completeness of the extracted data, perform data cleansing and decision making processes. This may involve development of programs where necessary.,Highlight or report problems or issues encounter during mock conversions and all testing phases and propose workable solutions. The accepted solutions shall be applied in live conversion to minimise the risk in the migration.,Data migration scope of work cover the following source system(s), but not limited to:,Enterprise System (ES),Electronic Procurement System (ePS)","$6,000","$4,500",Monthly,"Business Analysis,Business Development,Business Process Improvement,Business Strategy,Construction,Construction Management,Contract Management,CRM,Digital Marketing,Integration,IT Service Management,IT Strategy,Leadership,Management,Marketing,Marketing Communications,Program Management,Project Management,Project Planning,Strategy",Project Executive (Data Migration),Contract
RESMED ASIA PTE. LTD.,"Engineering, Sciences / Laboratory / R&D",,"Professional, Senior Executive",https://www.mycareersfuture.sg/job/senior-systems-engineer-%E2%80%93-data-architecture-resmed-asia-44a62f0e76666e5052f8af4ee1deb3c0,8 LOYANG CRESCENT 509016,"Let’s talk Qualifications and Experience:,Bachelor of Engineering in Electrical, Mechanical, Computer Systems or Mechatronics OR Bachelor of Science (in Biophysics for example),A postgraduate qualification in Biomedical Engineering would be an advantage.,Experience in cloud computing, data interfaces and medical device product development, preferably in complete development cycle.,Experience in cybersecurity management.,Okay, so what’s next?,Joining ResMed is more than saying “yes” to making the world a healthier place. It’s discovering a career that’s challenging, supportive and inspiring. Where a culture driven by excellence helps you not only meet your goals, but also create new ones. We focus on creating a diverse and inclusive culture, encouraging individual expression in the workplace and thrive on the innovative ideas this generates. Our hope is that each day you’ll uncover a new reason to love what you do. If this sounds like the workplace for you, apply now!","Senior Systems Engineer - Data Architecture,At ResMed (NYSE: RMD, ASX: RMD) we pioneer innovative solutions that treat and keep people out of the hospital, empowering them to live healthier, higher-quality lives. Our cloud-connected medical devices transform care for people with sleep apnea, COPD and other chronic diseases. Our comprehensive out-of-hospital software platforms support the professionals and caregivers who help people stay healthy in the home or care setting of their choice. By enabling better care, we improve quality of life, reduce the impact of chronic disease and lower costs for consumers and healthcare systems in more than 120 countries. To learn more, visit ResMed.com and follow @ResMed.,The Sleep team is helping to fuel ResMed’s growth by focusing on solutions (products + software + services) to improve the quality of life for patients with sleep-disordered breathing and help providers improve efficiencies and reduce their costs. We are pioneers in providing a better experience for patients on therapy, and helping them achieve and maintain adherence with innovative masks and sleep devices with cloud connectivity. With nearly a billion people estimated to be suffering from obstructive sleep apnea, this is an opportunity to make a difference and change people’s lives whether in Marketing, Sales, or product development.,Let's talk about Responsibilities:,As a Senior Systems Engineer for the Data Architecture team, you will be working closely with a range of stakeholders to ensure ResMed’s Respiratory Care devices are built with a sound data architecture strategy that will provide value add to the patient via the device directly and via connected digital platforms consuming data collected by the device.,This will be achieved more specifically by:,Defining a product’s data architecture specification to provide desired data related functionality, including functionality required to enable remote data capabilities. Desired data related functionality, including remote data capabilities are defined in collaboration with the Marketing team.,Collaborating with Marketing and Clinical teams to define the desired data related functionality relating to value offerings facilitated through data collected by, and through, the device.,Working with the Regulatory team to ensure conformance to the appropriate Regulatory Standards per applicable region.,Defining, delivering and maintaining data architecture specifications, working in close collaboration with the Systems Engineer to ensure astute integration of therapy related functionality and data related functionality.,Working with other engineering teams both within Respiratory Care and external to Respiratory Care to coordinate on the delivery of all products and systems in the integrated care offering as well as working with the V&V team to ensure adequate end to end system test coverage.,Working with the Systems Engineer to ensure data related risks are captured and appropriately analysed within the System Risk Analysis.,Coordinating the appropriate management of Cybersecurity risks, throughout the project lifecycle, including completion of the Cybersecurity risk analysis.,Identifying and evaluating technical design alternatives to achieve desired functionality with appropriate consideration from all identified stakeholders.,Resolving data related technical issues with the engineering disciplines and reviewing issues with the XFT where required. Representing engineering disciplines at the XFT for data architecture matters.,Ensuring full traceability of data architecture related requirements, working closely with the Systems Engineer.,Ensuring product achieves performance, functionality and reliability for data related features as specified in the MRD (and CRD where appropriate), working closely with the Systems Engineer.,Ensuring that ResMed Systems Engineering processes are adhered to and recommend updates to processes where appropriate.,Supporting Manufacturing for initial and ongoing production needs.,Supporting Sustaining engineering for released products.,Collating technical material to support regulatory submissions.,Observing the principles of Occupational Health & Safety Legislation.,Producing plans for delivery of Data Architecture deliverables, as required.,Assisting with the development of user guides and other documentation delivered with the product.,In a Senior role you will also be expected to:,Mentor and identify the need to mentor other staff as required.,Solve complex engineering problems more autonomously.,Communicate complex engineering problems at various technical levels, tailoring the communications appropriately.,Provide technical leadership on Data Architecture matters both within your team and externally, including work with other departments to drive consistency on data architecture design across the ResMed business.,Leading innovation within your team through identification and implementation of improvements in engineering and business practices.","$10,000","$8,000",Monthly,"Active Directory,Cloud Computing,Data Center,Disaster Recovery,Integration,Linux,Networking,Program Management,Project Management,Security,Servers,Software Development,SQL,System Administration,Systems Engineering,Testing,Unix,Virtualization,VMware,Windows Server",Senior Systems Engineer – Data Architecture,"Permanent, Full Time"
CAPGEMINI SINGAPORE PTE. LTD.,Information Technology,,Professional,https://www.mycareersfuture.sg/job/data-engineer-capgemini-singapore-6881270e60e57757dd030a42764e21ad,6 BATTERY ROAD 049909,"Activities:,• Industrialize data integration, data cleansing, data analytics programs or data management processes.,• Contribute to the design, development, testing, deployment, performance in production and maintenance of the data-centric software including APIs, cloud-based architectures, libraries, toolbox.,• Liaise with the Data Scientists, Architects, software developers, and business experts to understand how data needs to be converted, loaded, processed and presented.,• Help the Data Architect to create an overview of the Data Lineage (from data flows, data transformations inside applications).,• Provide clear documentation of the business rules embedded in the systems and potentially manage or help solving Data Quality issues.,• Adapt to local context and tools provided by AXA’s entity as well as local entity development standards and IT landscape.,Skills:,• Technical: Strong development skills - languages will depends on the entity but mainly python and Scala, Big Data experience (Spark, Hadoop Suite) Experience in Git, continuous integration and delivery.,• Awareness on Data Management practices, including Data Lifecycle Management across Core IT & Big Data ecosystems as well as Data Privacy & Security constraints.,• Knowledge in Data Modelling (including third normal form, star schema, data vault modelling methods).,• Focus on end user and customer centricity, Strong oral and written communication skills, Passion for learning new tools, languages and frameworks, Fast adaptation to changing requirements, Strong problem-solving skills, able to work with minimal direct guidance, self-motivated and proactive, in a collaborative model, side by side with the business, Practical, hands on approach to get results.,• Experienced in Cloud services & architecture.,• Discipline in writing technical & non-technical documentation.","We are looking for Jr and Sr Data Engineers for Capgemini Singapore,Activities:,• Industrialize data integration, data cleansing, data analytics programs or data management processes.,• Contribute to the design, development, testing, deployment, performance in production and maintenance of the data-centric software including APIs, cloud-based architectures, libraries, toolbox.,• Liaise with the Data Scientists, Architects, software developers, and business experts to understand how data needs to be converted, loaded, processed and presented.,• Help the Data Architect to create an overview of the Data Lineage (from data flows, data transformations inside applications).,• Provide clear documentation of the business rules embedded in the systems and potentially manage or help solving Data Quality issues.,• Adapt to local context and tools provided by AXA’s entity as well as local entity development standards and IT landscape.,Skills:,• Technical: Strong development skills - languages will depends on the entity but mainly python and Scala, Big Data experience (Spark, Hadoop Suite) Experience in Git, continuous integration and delivery.,• Awareness on Data Management practices, including Data Lifecycle Management across Core IT & Big Data ecosystems as well as Data Privacy & Security constraints.,• Knowledge in Data Modelling (including third normal form, star schema, data vault modelling methods).,• Focus on end user and customer centricity, Strong oral and written communication skills, Passion for learning new tools, languages and frameworks, Fast adaptation to changing requirements, Strong problem-solving skills, able to work with minimal direct guidance, self-motivated and proactive, in a collaborative model, side by side with the business, Practical, hands on approach to get results.,• Experienced in Cloud services & architecture.,• Discipline in writing technical & non-technical documentation.","$7,500","$5,000",Monthly,"Access,Business Analysis,Business Intelligence,Data Analysis,Database Design,Databases,HTML,Integration,Management,Microsoft Excel,Microsoft SQL Server,Process Improvement,Program Management,Project Management,SDLC,SharePoint,SQL,T-SQL,Visio,Windows",Data Engineer,"Permanent, Contract"
INFOCEPTS PTE. LTD.,Information Technology,,Middle Management,https://www.mycareersfuture.sg/job/data-scientist-infocepts-f5ec58e8489a1fa90be0fd24f05dfd97,"THE SIGNATURE, 51 CHANGI BUSINESS PARK CENTRAL 2 486066","Skills and Qualifications:,Relevant years of experience i.e. minimum 3+ years of experience in data or statistical analysis, with mathematical and causal modelling skills,Experience of analyzing data from relational data sources, Flat files, CSV files,Experience of writing Advanced SQL (Oracle, SQL Server, MSACCESS), Hive Query Language (Hadoop) queries for Data Reconciliation, Data Completeness, Data cleanness, Data Transformation, Segmentation, Normalization and Data Quality tests.,Good understanding of ETL Concepts and Data Modelling in RDBMS vs non-relational database,Knowledge of working on NoSQL technologies like Hadoop, MapR, Cassandra etc.,Working with data visualization frameworks for web applications such as D3.js, HighCharts etc. would be an added advantage,Candidates with exposure in retail domain will be preferred,Exposure in working in Agile environments,Must be an individual contributor,Engineering from premier institutes (preferably in statistics, applied math, or related discipline),Ability to come up with solutions to loosely defined business problems by leveraging pattern detection over potentially large datasets.","Introduction:,We’re seeking an experienced data scientist to deliver insight to us on a daily basis. The ideal team member will have the mathematical and statistical expertise you’d expect, but a natural curiosity and creative mind that’s not so easy to find. As you mine, interpret, and clean our data, we will rely on you to ask questions, connect the dots, and uncover opportunities that lie hidden within—all with the ultimate goal of realizing the data’s full potential. You will join a team of data specialists, but will “slice and dice” data using your own methods, creating new visions for the future.,Job Description,Responsibilities:,Provide business with meaningful data by using data mining techniques, including pattern detection, graph analysis or statistical analysis.,Work with the business stakeholders to identify data requirements, model and frame business scenarios that are meaningful and which impact on critical business processes and/or decisions.,Identifying important datasets out of tons of data provided to you based on retail domain knowledge and interaction with business stakeholders,Manage mapping of data fields from Relational databases to NoSQL data bases,Design data models in non-relational databases and migrate data from relational to non-relational databases,Enable data validation frameworks to validate data migrated from relational to non-relational databases,Ability to independently process, sanitize, and verifying the integrity of data used for analysis,Ability to enhance/optimize data migration procedures to include data that is relevant for building analytic systems,Support reporting analysts in enabling the required data in flattened structures,Work with IT teams to support data collection, integration and retention requirements based on the input collected with the business.,Ensure that the information used follows the compliance, access management and control policies of the organization.,Suggest ongoing improvements to methods and algorithms that lead to findings, including new information.,Understand the use and ability to employ the appropriate algorithm to discover patterns.","$10,000","$7,000",Monthly,"Business Analysis,Business Intelligence,Data Analysis,Data Architecture,Data Integration,Data Modeling,Data Warehouse Architecture,Data Warehousing,Database Design,Databases,Enterprise Architecture,ETL,Integration,Master Data Management,Microsoft SQL Server,Oracle,PL/SQL,Requirements Analysis,SDLC,SQL",Data Scientist,Permanent
ALEXANDER MANN BPO SOLUTIONS (SINGAPORE) PTE. LTD.,Banking and Finance,,Professional,https://www.mycareersfuture.sg/job/officer-change-support-reference-data-services-operations-merrill-lynch-global-services-7c8558da5add8d3aa3d11b353dde0283,"SGX CENTRE I, 2 SHENTON WAY 068804","Proven experience in a Change function. Previous experience in a Reference Data function desirable,Client focused to provide highest quality of service to internal / external clients in the most efficient way.,Excellent written and verbal communication skills with ability to interact with senior stakeholders and delivery partners alike,Strong analytical skills.,Thinks strategically and is delivery-focused","About Bank of America Merrill Lynch:,Our purpose as a firm is to make financial lives better, through the power of every connection. Across the world, we partner with leading corporate and institutional investors through our offices in more than 40 countries. In the U.S alone, we serve almost all Fortune 500 companies and approximately 59 million consumers and small-business customers. We provide a full suite of financial products and services, from banking and investments to asset and risk management. We cover a broad range of asset classes, making us a global leader in corporate and investment banking, sales and trading.,Connecting Asia Pacific to the World,Our Asia Pacific team is spread across 23 offices in 12 markets. We are focused on connecting Asia to the world and the world to Asia, using our global expertise to ensure success is shared between us, our clients and our communities. Our regional footprint covers 12 currencies, more than a dozen languages and five time zones, placing us firmly among the region’s leading financial services companies.,Bank of America Merrill Lynch is committed to attracting, recruiting and retaining top diverse talent from across the globe. Our diversity and inclusion mission is to actively promote an inclusive work environment where all employees have the opportunity to achieve personal success and contribute to the growth of our business. Each of our global Employee Networks bring together employees, create dialogue and awareness in support of our Diversity and Inclusion mission.,Bank of America Merrill Lynch is an equal opportunities employer.,Position Description,The Reference Data Services Organization are part of the broader Global Markets Operations & Middle Office (GMOMO) for Bank of America Merrill Lynch (BAML).,Functional responsibilities of Reference data team include the following:,Account setup, documentation, and maintenance, described in more detail as following:,Manage all account level setup, approvals, payment instructions and data management.,Make sure that all the necessary contact, Standard Settlement Instructions (SSI), commission agreements are set up correctly. Perform a secondary check to ensure all required account documentation is obtained including tax forms. Coordinate the completion of required documentation with clients, based on specific type of financing vehicle or trading requirement. Manage required documentation for new accounts, document's replacement and signature validation. Function primarily perform by the core Onboarding teams with assistance from the allocation support teams.,Keep updated documents that supports the opening account. Manage all new account set-up's and ensure the data is amended and accounts closed/dormant as per the policy/control in the relevant systems. Maintain all account level reviews, approvals, payment instructions and data management.,Product Data setup and maintenance, described in more detail as following:,Timely and accurate setup of product reference data in multiple databases. Proactively analyze and develop methods to improve and prevent data inconsistencies. Consistently provide high quality data through continual reconciliation, research, comparison and cleansing of data. Provide a point of contact for clients for their product data initiatives. Develop business requirements and perform testing for implementation of PME data feeds to our clients.,Timely and accurate maintenance of product reference data in multiple databases. Proactively analyze and develop methods to improve and prevent data inconsistencies. Consistently provide high quality data through continual reconciliation, research, comparison and cleansing of data. Provide a point of contact for clients for their product data initiatives. Develop business requirements and perform testing for implementation of PME data feeds to our clients.,RESPONSIBILITIES,This role is to provide BA/Change support for the Reference Data Services function for the Asia Pacific region.,Carry out analysis to understand Business Requirements and write effective Business Requirements Documentation,Partner with Regional Reference Data Service lead, offshore support functions and IT Development teams to help define strategic change solutions,Oversight/Delivery of UAT,Attend Global Steering Meetings.","$8,000","$4,000",Monthly,"Analysis,Business Strategy,Change Management,Customer Service,Government,Leadership,Management,Microsoft Office,Military,Policy,Program Management,Project Management,Project Planning,Public Speaking,Research,Strategic Planning,Strategy,Team Building,Team Leadership,Training","Officer, Change Support, Reference Data Services Operations",Permanent
GOVERNMENT TECHNOLOGY AGENCY,"Information Technology, Public / Civil Service",,Middle Management,https://www.mycareersfuture.sg/job/business-analyst-government-technology-agency-aa6ae31e2c948165269b7ad64ebf9c17,"MAPLETREE BUSINESS CITY, 10 PASIR PANJANG ROAD 117438",,"We are looking for Business Analysts (Data Analytics) who’s interested in using data to help the government design solutions that address its policy and business problems, and stay close to the needs of the general public. The applicant will be responsible for demonstrating how better use of data can help recommend new policies, streamline operations or bring more customised solutions for citizens. He/ She should have some training and working experiences on data analytics, and should be comfortable with hands-on data manipulation, data modelling and data visualisation.,What to Expect:,Provide data analytics consulting services to the government agencies, including data analytics planning and strategy – perform data analytics visioning and road-mapping, business case development, implementation planning, organisational planning, budget and risk management planning,Work closely with stakeholders to understand their needs/ pain points, scope the problem and develop business case on how to turn data into critical information and knowledge that can be used for policy making, streamlining operations or developing solutions for citizens.,Advise stakeholders on the key ICT trends and best practices in data analytics, assess applicability for adoption and recommend solution that best fits stakeholders’ needs,Perform data cleaning, pre-processing and feature engineering that facilitate meaningful analysis,Work closely with data scientists to mine insights from structured and unstructured data and to resolve complex statistical modelling problems to answer pertinent business questions.,Design dashboards and interactive visualisation as tools for data exploration as well as for storytelling. Present analytics insights to business users and stakeholders,Work with stakeholders to ensure smooth deployment and adoption of new solution,How to Succeed:,Degree/Master in any discipline that would equip the candidate with the necessary skills to come up with strategic solutions for IT projects,Minimum 3 years of relevant working experience,Ability to take a broad, strategic perspective as well as drill deep to understand business needs and challenges,Understand key concepts, techniques and considerations in Machine learning and Data analytics,Training and relevant experience in one or more of the following areas:,Statistical modelling tools such as: R, Python, RapidMiner, Knime, SAS, Matlab or SPSS,Data manipulation using scripting languages like Python or using ETL tools,Visual analytics technologies like Tableau, Qlikview or D3.js,End-to-end analytics architecture, preferably with some working knowledge of big data stack,Excellent communications skills, both oral and written, with ability to pitch ideas and influence stakeholders,Strong analytical, conceptualisation and problem solving skills,Team player with strong organisation and people handling skills,Passion for the use of analytics and data to improve public service","$9,000","$5,000",Monthly,"Analysis,Business Analysis,Business Intelligence,Business Process,Business Process Improvement,Business Strategy,Change Management,Data Analysis,Leadership,Management,Management Consulting,Microsoft Office,Process Improvement,Program Management,Project Management,Requirements Analysis,Requirements Gathering,SDLC,SQL,Strategy",Business Analyst (Data Analytics),Full Time
SINGAPORE AIRLINES LIMITED,Information Technology,,"Professional, Executive",https://www.mycareersfuture.sg/job/data-sciences-analytics-engineer-singapore-airlines-1617e1bd1b81746a8a0d110d423d47cb,"AIRLINE HOUSE, 25 AIRLINE ROAD 819829","BS degree in Computer Science or a related technical field. MS or PhD degree is a plus.,More than 2 years of advanced Python or Java development is necessary. Scala or Kotlin experience is a plus.,More than 2 years of SQL (such as PostgreSQL, Oracle, AWS Redshift, or Hive) experience is required. NoSQL experience is a plus.,More than 2 years working with Linux OS. Knowledge of networks and cybersecurity is a plus.,Experience with modern MapReduce/workflow distributed systems, especially Apache Spark. Experience with Apache Kafka is a plus.,Experience working with infrastructure-as-code systems like AWS CloudFormation. DevOps experience is a plus.,Experience in custom ETL pipeline design, implementation and maintenance.,Experience working with visualization tools like Tableau or Apache Superset.,Ability in analyzing data to identify deliverables, gaps and inconsistencies.,Ability in managing and communicating data mart plans to internal customers.","We have multiple junior and senior data engineering positions available. The data engineer is responsible for designing and developing robust, scalable solutions for collecting and analysing large data sets in the cloud and on-premises data centres. Also in creating and maintaining data pipelines, data marts and business intelligence dashboards to be used across Singapore Airlines. Responsibilities:,Understand business processes, applications and how data is stored and gathered.,Develop and manage streaming data pipelines at enterprise scale.,Build expertise on the data. Own data quality for various data flows.,Design, build and manage data marts to satisfy our growing data needs.,Support data marts to provide intuitive analytics for internal customers.,Design and build new framework and automation tools to enable teams to consume and understand data faster.,Use your expert coding skills across a number of languages like SQL, Python and Java to support data scientists.,Interface with internal customers to understand data needs.,Collaborate with multiple teams and own the solution end-to-end.,Maintain infrastructure for our data pipelines.,Any other ad-hoc duties.,This is a sole contributor role.","$8,000","$4,000",Monthly,".NET,Agile Methodologies,CSS,Data Warehousing,Database Design,Databases,ETL,HTML,Java,JavaScript,Linux,Microsoft SQL Server,MySQL,Oracle,PHP,Software Development,SQL,SSIS,T-SQL,XML",Data Sciences & Analytics Engineer (Data Engineering Track),Permanent
CAREER TREND PTE. LTD.,Information Technology,,Executive,https://www.mycareersfuture.sg/job/hr-data-analyst-mnc-central-5-days-week-1-year-contract-career-trend-0c3a69063a22450c81d26565c20cce5f,"THE ADELPHI, 1 COLEMAN STREET 179803","5-7 years of experience in a technology based MNC.,• Experience in,data analysis, including understand data structure, handling multiple data source, inspection, cleansing, understanding data structure, multiple system platform integration and transforming data.,• Proficiency in SQL, Publisher, Oracle Fusion OTBI, SAP,IBM Cognos TM1,,Microsoft Office (Macro, Access, Word, Excel, Powerpoint).,•,Degree in Computer Science or related discipline,• Independent, result-oriented, meticulous with analytical ability.,• Well organised and disciplined in maintaining documentation,• Proactively identify data issues, ability to provide resolution to correct data to ensure data integrity.,• Self-motivated, attentive to details with good interpersonal skills.,If you are keen in this position, kindly send your resume to ec@careertrend.com.sg,(Eileen Chin, EA Personnel Registration No.: R1108737)","Responsible in supporting to develop and implementation of HR data governance framework across group of companies to ensure data quality and standard of HRIS., Provide system and process governance with the objective of maintaining a regional system with standardization of HR Processes, Proactively seek opportunity to standardize data definition and data field to continue improve data quality., Gather data to examine, identifies data gaps for data patching., Identifies data patterns & trends, and provides insights to exchange business decision making capability in business planning, process improvement, and solutions assessment., Audit data to ensure the information is captured meaningfully., Serves as Human Resources analytical expert in support of building report, processes, data mining to business decision making.,,Provide guidance to HR community on data definition, rules, policies accordance to governance framework or SOP on preparation of statistics, reports, data analysis and interpretation., Provide mentorship to HR community on data related programmes, such as report generation, data mining to draw insights and trends to make sense of data., Drive data governance awareness program across group of companies to ensure data quality and integrity., Prepare, maintain and present data quality reports as required.","$5,500","$4,000",Monthly,"Active Directory,Cisco Technologies,Data Center,Disaster Recovery,Firewalls,Integration,Network Administration,Network Engineering,Network Security,Networking,Routers,Security,Servers,Switches,TCP/IP,Telecommunications,Troubleshooting,VPN,WAN,Windows Server",HR Data Analyst / MNC / Central / 5 days week / 1 year contract,Contract
FWD SINGAPORE PTE. LTD.,Information Technology,,Middle Management,https://www.mycareersfuture.sg/job/senior-data-architecture-manager-fwd-singapore-6ad738595749978430e94d609dc34167,"SUNTEC TOWER FOUR, 6 TEMASEK BOULEVARD 038986","QUALIFICATIONS / EXPERIENCE,Minimum 10 years of professional experience in big data, data warehousing, operational data stores, and large scale architecture and implementations.,Expertise in Big Data and Data Lake technologies.,Experience with Hadoop, Spark, Hortonwork, MapR, Cloudera, RDBMS, Hbase, and Stream Processing.,Experience with ETL, like Talend, Informatica.,Experience of building data lake solutions on AWS stack,Experience on Data Modelling,Experience in solution crafting and developing proposals to illustrate business value provided by technical solutions.,Strong understanding of data analytics and data visualization.,Drive change management of new data capabilities and architectural direction.","PURPOSE,You will be both team leader and an individual contributor in entrepreneurial work environment responsible for defining and implementing data architecture, data warehouse and data lake for FWD Singapore.,KEY ACCOUNTABILITIES,Build data lake, data warehouse and data APIs in FWD Singapore by using suitable technology.,Develop and implement the Data Strategy,Plan and monitor career development for each Data staff,Document data standards, requirement specifications, and business processes,KEY PERFORMANCE INDICATORS,Develop and maintain a data architecture roadmap indicating current, transition, and future state architectures to align with business and analytics strategy.,Lead a team of Data Engineers.,Develop Common Data Model and Schema.,Deliver data architectural initiatives that create value for Single View of Customer and MIS dashboard.,Stay current on emerging technologies; analyze, prototype and develop a point of view for core, enabling, and emerging technologies.,Develop framework, metrics, and reporting to ensure progress can be measured, evaluated and continually improved; communicate progress effectively with the executive team.,Develop data APIs to support different use cases/ systems to make data lake more operational.,Create data as service platform.,Manage Data Governance including dissemination of information and security aligning with the FWD SG Growth strategies revolving around Customer centric services strategy.,Should be able to work with the actuarial team to build models for data insights which will aid the business.","$10,000","$8,000",Monthly,"Business Analysis,Business Intelligence,Data Analysis,Data Architecture,Data Integration,Data Modeling,Data Warehouse Architecture,Data Warehousing,Database Design,Databases,Enterprise Architecture,ETL,Integration,Master Data Management,Microsoft SQL Server,Oracle,PL/SQL,Requirements Analysis,SDLC,SQL",Senior Data Architecture Manager,Permanent
HUBBLE PTE. LTD.,Information Technology,,Professional,https://www.mycareersfuture.sg/job/junior-data-scientist-hubble-ea469ffbfdbf74a06767387a8c83c2d3,"ONE PEMIMPIN, 1 PEMIMPIN DRIVE 576151","What skill sets do you need:,Proficient in Python.,Proficient in one query language SQL, such as MySQL.,Experience with cloud platform GCE or AWS.,Experience with Big Query/ Redshift.,Experience with essential tools like Git, Docker.,Machine Learning knowledge is highly desirable.","Who are we:,Hubble is a technology startup focused on revolutionising the Construction Industry. The Construction industry undertakes the world’s largest, most expensive, and complex projects ever dreamt of by mankind. Yet, the Construction industry is notoriously slow to adopt new technologies and as a result, there exists a large amount of inefficiencies and problems that Hubble can create positive value and make a great impact on. This impacts the homes people live in, offices people work in, and cities generations live in.,There is no other industry where technology can have a greater impact. Bar none.,Hubble’s vision is to build the pillars of trust for the Construction industry and we are on a mission to develop the autonomous self-building construction sites of tomorrow - powered by big data, machine learning, and artificial intelligence.. Our first step to our mission is to track the Man, Machine, Material, and Money (4M) data - for the Construction industry. The 4M data can be used to optimise operations at the worksites as well as to build an automated trading platform for the 4M. We have grown rapidly to become the market leader in each of the 4M verticals:,1. Man: We have more than 10,000 construction workers (~5% market share) on Hubble's platform and have tracked more than 35 million man-hours in total.,2. Machine: We track more than 1.5 million machinery transactions/year and have >US$100 million worth of machinery on Hubble's platform today.,3. Material: We developed Hubble Maps (Patent Pending) for precise indoor material and man tracking. We were awarded BCA's Innovation Grant 2018 and presented our technology to DPM Teo Chee Hean.,4. Money: We are deployed at iconic projects such as Project Jewel, Paya Lebar Quarters, Gardens by the Bay, and City Gate and have tracked more than $1 billion in project value.,Interesting fact: We have grown rapidly without any venture funding to become the market leader in this space in less than 1 year. Our partners include the largest and most prestigious Construction companies such as Woh Hup, Lum Chang, Hexacon, Erect Group, Koh Kock Leong Enterprise, Chuan Lim Construction, and OAS Painting and Construction.,We have also built the best engineering, product, and business team comprising the best and brightest of Singapore. We are a collegial set up and are extremely collaborative. We are hiring aggressively and are looking for motivated, smart, driven, and resourceful people to join our team.,Who are we looking for:,Hubble has entered into a 12 - 18 months partnership with 2 leading Data Companies who are experts in big data, machine learning, and artificial intelligence - BoostML (see attached BoostML_Intro.pdf) and A*Star (see here) to help build up Hubble’s data infrastructure and strategy. BoostML will station 3 senior data scientists and engineers at Hubble full time over 18 months. We are looking for a talented Junior Data Scientist/Engineer who is passionate about this space and looking to learn the tools of the trade from the best in the business. You will be learning from BoostML and A*Star to build up Hubble’s data capabilities and take full ownership and leadership of this vertical at the end of 18 months after BoostML and A*Star completes the build up phase. This is an exciting and challenging role and our bet is on you. We want to groom and train you to become the future leaders in Hubble (see What Hubble will give you section).,Your current mood:,You want to be a data scientist but lack the ‘right’ paper qualifications for the job. You feel that you have talents in abundance but they are not recognised because of ‘paper qualifications’. You want to make an impact at work and make a dent in the universe. You want to be in a dynamic, fun, and energetic environment. You also want to be mentored by the best data scientists and engineers in Asia and aspire to take on leadership role in a fast growing startup. You want to step up to the plate now. You want to bat for home run and help build up the data capability of a fast growing company - Hubble.,What Hubble will give you:,Hubble is built by a team of talented, driven, and ambitious individuals. We do not subscribe to conventions. We do not let history and traditions dictate and limit our dreams to shape the world. We adopt the same mindset with our hiring. We are looking for the best and we want to bet on you. In this position, we will give you all the exposure and resources you need to eventually grow into the role of Head of Data. If you mindset is right, we promise you the ride of your life.,Who will you be working with:,If you connect with any of the description below, please apply immediately:,Purpose driven,Hungry, ambitions, and self-motivated,Meritocratic, results/performance > age/bureaucracy,Resourceful, independent, chart our own destiny,Determined, perseverance, and hard working,Creative, innovative, out of the box,Yes, the above is everyone of us at Hubble.,What will you be doing:,Trained under BoostML and A*Star and to be main coordinator,To be the overall in-charge with data related matters at Hubble,Processing data pipelines.,Build and maintain data mart and data warehouse.,Development of Machine Learning apps,Development of resource optimisation algorithms such as automated deployment algorithms for 4M","$7,100","$3,600",Monthly,"Access,Analysis,Analytics,Business Analysis,Business Intelligence,Data Analysis,Data Mining,Databases,Management,Matlab,Microsoft Excel,Microsoft Office,PowerPoint,Project Management,R,Research,SAS,SPSS,SQL,Statistics",Junior Data Scientist,Full Time
