company_name,job_categories,job_experience,job_level,job_link,job_location,job_requirement,job_role_resp,job_salaries_max,job_salaries_min,job_salaries_type,job_skills,job_title,job_type 
LINKSURE NETWORK HOLDING PTE. LIMITED,Information Technology,,Senior Executive,https://www.mycareersfuture.sg/job/data-engineer-linksure-network-holding-b77c32f935acfda41f1130f81cb00381,,"Requirements:,2+ years hands-on experience in data warehouse and ETL design,Experience in designing, building and deploying production-level data pipeline using tools from Hadoop stack: HDFS, Hive, Flume, Kafka, etc. Experience in spark streaming is a plus,2+ years experience in working with relational SQL and NoSQL databases,Strong programming skills in Python and Shell. Java will be a plus,Experience with version control systems, Git, SVN,Experience with data pipeline and workflow management tools: Azkaban, Oozie, Airflow, etc.,Experience in application status monitoring (Prometheus + Grafana, Zabbix, etc.) and container technology will be a plus.,Proficient in English and Mandarin (this position is required to communicate daily with colleagues in China)","Responsibilities:,Work with various volumes of data from different sources. Design, build, maintain and optimize the ETL processes in production from these data,Manage the delivery of high impact report, dashboards and visualizations,Improving the current data pipeline and implement new pipeline along with the evolution of product,Collaborate with product and engineering teams to understand needs and assist with data-related issues and provide deliverables","$10,000","$6,000",Monthly,"Access,Analysis,Analytics,Business Analysis,Business Intelligence,Data Analysis,Data Mining,Databases,Management,Matlab,Microsoft Excel,Microsoft Office,PowerPoint,Project Management,R,Research,SAS,SPSS,SQL,Statistics",Data Engineer,Permanent
ACCENTURE PTE LTD,Information Technology,,Professional,https://www.mycareersfuture.sg/job/big-data-consultant-accenture-75e44ac4d954e77549dd8c095dda9253,"RAFFLES CITY TOWER, 250 NORTH BRIDGE ROAD 179101","In order to be successful at this role, you must have experience in most of the following:,7 years of experience with 5 years of hands on predictive analytics experience using structured and unstructured data to solve business problems.,5 years of experience deploying large analytics initiatives/ programs across industry verticals is a must. Any prior experience with a blue chip global management consulting firm is also a plus.,Strong experience in consultative selling and large scale analytics project delivery.,Strong executive presence and inspirational leadership qualities.,Good understanding and knowledge of statistical tools (SAS, R), analytical methods and big data technologies (Hadoop).,Full life cycle Development,Minimum 1 year of experience Developing REST web services,Data Science and Analytics (machine learning, analytical models, MAHOUT, etc.),Data Visualization,All of our consulting professionals receive comprehensive training covering business acumen, technical and professional skills development.  You’ll also have opportunities to hone your functional skills and expertise in an area of specialization.  We offer a variety of formal and informal training programs at every level to help you acquire and build specialized skills faster. Learning takes place both on the job and through formal training conducted online, in the classroom, or in collaboration with teammates. The sheer variety of work we do, and the experience it offers, provide an unbeatable platform from which to build a career.,Accenture is an equal opportunities employer and welcomes applications from all sections of society and does not discriminate on grounds of race, religion or belief, ethnic or national origin, disability, age, citizenship, marital, domestic or civil partnership status, sexual orientation, gender identity, or any other basis as protected by applicable law","Do you have a pulse on new technologies and a desire to change the way business gets done? Do you want to implement emerging solutions for some of the most successful companies around? If you answered yes to these questions and you are passionate about helping clients effectively manage enormous amounts of data to generate knowledge and value, then we want to meet you.,There will never be a typical day at Accenture Analytics, but that’s why people love it here. The opportunities to make a difference within exciting client initiatives are unlimited in the ever-changing digital landscape.,Here are just a few of your day-to-day responsibilities:,Deliver large-scale programs that integrate processes with technology to help clients achieve high performance.,Design, implement and deploy custom applications on Hadoop.,Implementation of complete Big Data solutions, including data acquisition, storage, transformation, and analysis.,Design, implement and deploy ETL to load data into Hadoop.","$12,000","$6,000",Monthly,"Access,Analysis,Analytics,Business Analysis,Business Intelligence,Data Analysis,Data Mining,Databases,Management,Matlab,Microsoft Excel,Microsoft Office,PowerPoint,Project Management,R,Research,SAS,SPSS,SQL,Statistics",Big Data Consultant,Full Time
Company Undisclosed,General Management,,Manager,https://www.mycareersfuture.sg/job/data-scientist-22e59ee024c1532bc5d7e3f6076f2b75,,"Requirements :,Bachelor's degree in Computer Science, Data Science or Engineering required,9+ years of Database/Data warehouse experience with SQL required,2+ years of managing Data Analyst team,Experience in working with big data as well as a variety of relational databases, data profiling and data mining,Highly motivated, energetic, extremely personable, comfortable working closely with business partners and technical resources at all levels,Experience performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities,Strong presentation skills and ability to communicate complex findings and ideas in plain language,Ability to multitask and drive success with limited resources in a matrix organization","This position will play a critical role in leading Data Analyst team in providing a clear and rich insight from database into a report to be used for future development, clients profile, and product development.,Responsibilities,Lead team of Data Analyst in data mining and present a readable data from it,Conduct data interpretation, analyzing results using statistical techniques.,Develop and implement data analyses, data collection systems and other strategies that optimize statistical efficiency and quality,Acquire data from primary or secondary data sources and maintaining databases,Work with other department in the usage and needs from the database Maintain and update all data interpretation in timely manner","$8,000","$6,000",Monthly,"Access,Business Analysis,Business Intelligence,Data Analysis,Database Design,Databases,HTML,Integration,Management,Microsoft Excel,Microsoft SQL Server,Process Improvement,Program Management,Project Management,SDLC,SharePoint,SQL,T-SQL,Visio,Windows",Data Scientist,Full Time
CAPITA PTE. LTD.,Information Technology,,Executive,https://www.mycareersfuture.sg/job/data-analyst-capita-2fab5d297b2b683ceddf6a4f5e54b92e,"ASIA SQUARE TOWER 1, 8 MARINA VIEW 018960","•         Bachelor’s degree from an accredited university or college in computer science.,•         Work experience as a data analyst or in related field.,•         Ability to work with stakeholders to assess potential risks.,•         Ability to analyze existing tools and databases and provide software solution recommendations.,•         High-level experience in methodologies and processes for managing large scale databases.,Interested parties, please send your resume to may.tay@capitasingapore.com ; itc1@capitasingapore.com,Only shortlisted applicants will be notified by our consultants.,Capita Pte Ltd | EA license no.: 08C2893,Tay Su Lynn, May | REG No : R1875900","•         Design and develop data models to aid reporting and forecasting,•         Helping develop new reports, enhance existing reports and analysis.,•         Managing master data, including creation, updates, and deletion.,•         Managing security configuration, defining users and user roles.,•         Processing confidential data and information according to guidelines.,•         Managing and designing the reporting environment, including data sources, security, and metadata.,•         Supporting the data warehouse in identifying and revising reporting requirements.,•         Supporting initiatives for data integrity and normalization.,•         Assessing tests and implementing new or upgraded software and assisting with strategic decisions on new systems.,•         Generating reports from single or multiple systems.,•         Troubleshooting the reporting database environment and reports.,•         Evaluating changes and updates to source production systems.,•         Training end users on new reports and dashboards, including documenting work instruction and user guide.,•         Providing technical expertise on data storage structures, data mining, and data cleansing.","$8,000","$5,800",Monthly,"Business Analysis,Business Intelligence,Business Process,Business Process Improvement,Change Management,Disaster Recovery,Enterprise Software,Integration,IT Management,IT Strategy,Leadership,Management,Process Improvement,Program Management,Project Management,SDLC,Software Development,Strategic Planning,Team Leadership,Vendor Management",Data analyst,Contract
99 PTE. LTD.,Engineering,,"Professional, Executive, Senior Executive",https://www.mycareersfuture.sg/job/senior-data-analyst-99-4dcdad3423c05d06ef994cf250433207,71 AYER RAJAH CRESCENT 139951,"What you are/have/will be:,4-6 years of working experience in an analytics role is preferred,Familiarity with Python and SQL, R is a bonus,Able to embrace both the charms of individuality and teamwork,Strong critical thinking with the ability to organise and prioritise data requirements and needs from business stakeholders in a logical manner,Detail oriented and be able to work efficiently in a fast-paced team environment,Always excited in learning new technologies and translating data into business solutions,Detail-oriented or someone who reads everything and will paste an html peace character somewhere in your application ;)","99.co is looking for a Senior Data Analyst to join our diverse team of people who are passionate about taking the real estate industry properly into the age of technology through innovation and a desire to solve its multitude of challenges.,A numbers person, a communicator and a storyteller all in one, the analyst would partner closely with the product team to identify new opportunities and translate data to useful and actionable insights; steering and guiding the company in making effective product and business decisions.,What you'll do:,Take ownership in delivering prompt, accurate and reliable data analysis in your area of ownership,Partner closely with product and business teams on strategic deep dives, plan data metrics, and ad-hoc data requests,Identify, analyse, and interpret trends or patterns in complex data sets,Source and analyse consumer and agent behaviour data to help us improve existing algorithms,Partner with business leads to understand, predict and provide solutions for the respective teams' data needs,Locate and define new process improvement opportunities,Taking lead on projects, as needed.","$7,500","$5,500",Monthly,"Access,Analysis,Analytics,Business Analysis,Business Intelligence,Data Analysis,Data Mining,Data Warehousing,Databases,Java,Microsoft Excel,Microsoft Office,Oracle,Project Management,R,Requirements Analysis,SAS,SQL,Statistical Modeling,Statistics",Senior Data Analyst,"Permanent, Full Time"
CAPGEMINI SINGAPORE PTE. LTD.,Information Technology,,Professional,https://www.mycareersfuture.sg/job/azure-data-analyst-capgemini-singapore-9ec2ca7694aef9ad2b33fda830a55ba6,6 BATTERY ROAD 049909,"At least 4 years of relevant experience,Strong understanding of data,At least 1 project experience in data analysis,Knowledge of data sources (i.e. BW) and data modeling tools (i.e. Azure Data Modeling Services),Knowledge on Data Visualization tools Tableau,Good Communication skills and learning aptitude",We are hiring for a data analyst with exposure to Azure Data Modeling for a project in Singapore.,"$7,000","$5,500",Monthly,"Access,Analysis,Analytics,Business Analysis,Business Intelligence,Data Analysis,Data Mining,Databases,Management,Matlab,Microsoft Excel,Microsoft Office,PowerPoint,Project Management,R,Research,SAS,SPSS,SQL,Statistics",Azure Data Analyst,"Permanent, Contract"
TALENTVIS SINGAPORE PTE. LTD.,Information Technology,,Professional,https://www.mycareersfuture.sg/job/data-analyst-talentvis-singapore-da9baacb9e1e749bf136bb3c51e125bd,"ORCHARD GATEWAY @ EMERALD, 218 ORCHARD ROAD 238851","At least 2-3 years of work experience as a data analyst or in the related field,Strong in business acumen, driven to deliver before the project deadline,Bachelor degree in computer science, computer engineering, information systems, or a related discipline,Expertise in monitoring systems, computer networks, data structure, system development, and software engineering etc.,Ability to analyze existing tools and databases and provide software solution recommendations","Design and develop data models to aid reporting and forecasting,Manipulate, clean and process data using Excel, my SQL, and Tableau.,Responsible for loading, extracting and validation of campaign data and perform system check daily.,Create customized dashboards using software and maintain the metrics database.,Provide daily / weekly / monthly KPI reports to team and top management to review the performance.,Supply specified qualitative and quantitative data in support of team and management requests.,Analysis of data and deriving actionable outcomes","$7,000","$5,500",Monthly,"Active Directory,Cisco Technologies,Data Center,Disaster Recovery,Firewalls,Integration,Network Administration,Network Engineering,Network Security,Networking,Routers,Security,Servers,Switches,TCP/IP,Telecommunications,Troubleshooting,VPN,WAN,Windows Server",DATA ANALYST,Full Time
HYDROINFORMATICS INSTITUTE PTE. LTD.,Engineering,,Professional,https://www.mycareersfuture.sg/job/data-engineer-analyst-hydroinformatics-institute-7a4a5d2bf3442c51369125136e317034,,"Masters or PhD in one of the mathematical sciences, or engineering,Programming ability in the data science languages – Python, R, and preferably in core languages – C, C++,Understanding and ability to code algorithms related to multivariate statistics, spatio-temporal statistics and time series analysis, and common machine learning algorithms in clustering, dimensionality reduction, neural networks etc.,Familiarity with open source data visualization frameworks with D3.js is preferred,Understanding of database concepts and distributed processing systems and knowledge of one of the frameworks – Hadoop, Spark, NOSQL etc.,Excellent written and oral presentation skills,Interest in developing environmental solutions","H2i Pte.Ltd. (www.h2i.sg) is growing its data science team and looking for Data engineers/Analysts to join the team. H2i is dedicated to developing advanced computational and technological solutions and applications in the water industry. A diverse set of problems are being currently tackled at H2i which provides us with a variety of data with uncertainties, and the necessity to analyze the data and formulate machine learning models.","$6,500","$5,200",Monthly,"AutoCAD,C,C++,Engineering,Integration,Java,Linux,Management,Manufacturing,Matlab,Microsoft Office,Product Development,Program Management,Project Engineering,Project Management,Project Planning,Python,Software Development,Telecommunications,Testing",Data Engineer  /  Analyst,"Permanent, Full Time"
QUEST GLOBAL SERVICES PTE. LTD.,Information Technology,,Professional,https://www.mycareersfuture.sg/job/data-analyst-quest-global-services-b00f0d4e1733ab44063674b7372f5ec6,"SUNTEC TOWER ONE, 7 TEMASEK BOULEVARD 038987","Basic Requirements:,Diploma with 5+ years of Data Analysis, Data Science, Data Management, Data Analytics, and/or Database experience OR,Bachelor's Degree with 2+ years of Data Analysis, Data Science, Data Management, Data Analytics, and/or Database experience,Relevant experience in Data Analysis, Data Science, Data Management, Data Analytics, and/or Database experience in lieu of degree,Preferred Requirements:,Prior experience working on multiple concurrent projects with competing deadlines and considering customer’s needs while adjusting expectations to ensure successful delivery,Experience working with internal and external stakeholders","As a Data Analyst you will be responsible for providing Business Intelligence as well as BI tools. Duties include gathering and documenting requirements, designing solutions, and delivering allocated projects in accordance with project plans. In this role you will lead time reduction to avoid work engine scope creep.,Your responsibilities will include:,Data Cleaning and Integration,Data Analysing,Data Modelling & Visualization Support,Reporting of Data through Dash Board using Power Business Intelligence (BI) Deploying,BI technologies insights for business benefits,Continual optimization of data monitoring tools, techniques, and processes,Ensure customer data monitoring, analysis, and/or service level agreement requirements and documented and adhered to,Collect, process, and perform statistical analyses of data,Perform design, build and test verification and rollout of optimized data supply chains.,CONTRACT DURATION: 6 MONTHS","$6,800","$5,000",Monthly,"Active Directory,Cisco Technologies,Data Center,Disaster Recovery,Firewalls,Integration,Network Administration,Network Engineering,Network Security,Networking,Routers,Security,Servers,Switches,TCP/IP,Telecommunications,Troubleshooting,VPN,WAN,Windows Server",DATA ANALYST,Contract
DBS BANK LTD.,Banking and Finance,,Senior Executive,https://www.mycareersfuture.sg/job/senior-associate-senior-data-analyst-middle-office-technology-technology-operations--dbs-bank-c889e1a129595fc5f380904695948c43,"MARINA BAY FINANCIAL CENTRE, 12 MARINA BOULEVARD 018982","Requirements,Experience in business requirement gathering and preparing ETL specifications,Possess hands-on experience in Oracle PLSQL, Hadoop Hive, Impala, Spark and SQL etc,Min 4 years’ experience in ETL of Banking domain,Min 2 years’ project management experience,Good understating in General Ledger will be an advantage,Experience in agile methodology, Confluence and/or Jira,Excellent interpersonal and communication skills","Business Function,Group Technology and Operations (T&O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on productivity, quality & control, technology, people capability and innovation. In Group T&O, we manage the majority of the Bank's operational processes and inspire to delight our business partners through our multiple banking delivery channels.,Main Responsibilities,Work with business user in defining business requirement on data ensuring all data points have good business definitions,Work with related parties in performing data analysis to identify correct source of data,Work closely with relevant parties in data sourcing, preparation and integration,Responsible for data quality controls and sourcing for right data for business usage,Maintain data linage and make it available for reference","$9,000","$5,000",Monthly,"Analysis,Business Analysis,Business Strategy,Corporate Finance,Data Analysis,Equities,Financial Analysis,Financial Modeling,Investment Banking,Investments,Leadership,Management,Microsoft Excel,Microsoft Office,Process Improvement,Project Management,Research,Strategic Planning,Strategy,Valuation","Senior Associate, Senior Data Analyst, Middle Office Technology, Technology and Operations-(WD03337)","Permanent, Full Time"
ECLERX PRIVATE LIMITED,"Consulting , Information Technology",,Professional,https://www.mycareersfuture.sg/job/digital-analytics-data-analyst-eclerx-be0623cd16654506a27e6b36ee47ac4d,"HIGH STREET CENTRE, 1 NORTH BRIDGE ROAD 179094","In this position, the candidate will need to:,·       Understand how the data is collected across the different digital analytics products.,·       Work with business team to extract, transform and report end to end funnel performance using Adobe Analytics and data of other similar tools in the stack.,·       Develop and execute database queries for ETL or API call scripts (optional) to extract required data from platforms like WeChat, Instagram, FB, Twitter etc.,,·       Create visualizations and reports as per requirement,·       Expertise in campaign and marketing analytics from measurement to reporting and identifying insights,·       Meet regularly with clients to identify marketing objectives and needs; define project scope and deliverables that support business goals, and translate them into project specifications.,·       Prescribe suitable solutions with an understanding in limitations of toolsets and available data.","As a result of our rapid growth in the digital analytics practice, we are currently looking for Digital Analytics tools Implementation Consultants to further our growth and maturity in this key domain.  This role is a customer-facing position intended to broaden marketing solution packages.,The successful candidate will have an extensive knowledge in digital analytics and advertising tools, particularly in the use of data and analytics contributing to marketing decisions and day-to-day operations. Understanding of the data points collected via these tools and ability to extract, transform and load them in destination platform for reporting or BI actions is required. He/she will also require an enthusiasm in working with our customers’ marketing stakeholders, acting as a subject matter expert to our delivery teams.,The Analyst will work with our customers in their offices whenever necessary, helping to design the ETL system for BI activities in all conceivable channels, interpret the data and provide the insights identified.","$6,000","$5,000",Monthly,"Analysis,Analytics,Business Analytics,Business Intelligence,Customer Insight,Data Analysis,Data Mining,Digital Marketing,Digital Strategy,E-commerce,Google Analytics,Omniture,Online Advertising,Predictive Analytics,Predictive Modeling,SAS,Segmentation,Statistical Modeling,Strategy,Web Analytics",Digital Analytics Data Analyst,Full Time
NTUC ENTERPRISE CO-OPERATIVE LTD,Information Technology,,Executive,https://www.mycareersfuture.sg/job/data-analyst-ntuc-enterprise-co-operative-81a4fdffd3d1823c4701e53227d7de71,,"Degree in Business/ Statistics/ Mathematics/Computer Science with minimum 8-10 years of relevant experience in database marketing, customer data analytics,Preferably with working experience in commercial/operational decision making. Preference will be given to candidates with proven experience of personally worked on solving mathematical problems on optimization, dynamic pricing, and rank ordering engines.,Clear structural thinking, and strong curiosity for problem solving,Good interpersonal, communication and project management skills,OTHER INFORMATION,-","COMPANY DESCRIPTION,NTUC Enterprise is the holding entity and single largest shareholder of the NTUC Social Enterprises. NTUC Enterprise aims to create a greater social force to do good by harnessing the capabilities of the social enterprises to meet pressing social needs in areas like health and eldercare, childcare, daily essentials, cooked food and financial services. Serving over two million customers, NTUC Enterprise wants to enable and empower all in Singapore to live better and more meaningful lives.,RESPONSIBILITIES,Identifying customer segments and understanding their buying behavior, demographics and life stage,Effective identification of potential pockets of growth, new customer segments and develop specific strategies to chase these growth pockets,Uncover insights, both descriptive and predictive, for the end-to-end customer management journey, i.e. acquisition, utilisation, retention and reactivation,Drive targeted campaigns by working with marketing and segment team to identify target group to increase revenue per segment, penetration rate of product and overall engagement level,Understand customer life time value and channel marketing spend to the most appropriate group of customers to maximize return on investment,Map out customer purchase journey and identify the various touch points. Improve customer experience at each of the touch points through the use of analytics,Drive transformational change within the organization towards customer centricity and data driven decision making","$12,000","$5,000",Monthly,"Analysis,Business Analysis,Business Strategy,Corporate Finance,Data Analysis,Equities,Financial Analysis,Financial Modeling,Investment Banking,Investments,Leadership,Management,Microsoft Excel,Microsoft Office,Process Improvement,Project Management,Research,Strategic Planning,Strategy,Valuation",Data Analyst (Fairprice),Full Time
ALLEGIS GLOBAL SOLUTIONS (SINGAPORE) PTE. LTD.,Banking and Finance,,Senior Executive,https://www.mycareersfuture.sg/job/data-analyst-allegis-global-solutions-ee5f864cd41257d7f7b36984a42544c3,"SUNTEC TOWER FIVE, 5 TEMASEK BOULEVARD 038985","JOB PURPOSE,This role sits within the COO Business Integration & Analytics team as a BA/Senior Data Analyst for the applications in the COO Library (COOL) in Agile / SCRUM manner.,Role is very exciting as it provides the candidate opportunity to work with Business and IT partners, learn Banks Businesses/Products/Processes and to develop relationship with senior stakeholders.,The Role Responsibilities,Provide Agile Team Business and Product guidance and knowledge.,Work closely with Product owner/Scrum master to ensure the Backlog is up-to-date and User stories are ready for sprint planning.,Act as SME for all Data sourcing, Data modelling, data quality requirements for applications within the COO Library.,Understand the business process, workflow required to guide Agile team so that Data requirements are covered completely and correctly.,Actively participate and contribute in SCRUM planning, SCRUM stand-up and Sprint retrospective meetings.,Provide leadership guidance and support to team.,Help and Support SCRUM team on UAT and sign-off from Ops teams.,Engage with Data Architect and keep them updated on Project progress and take their inputs while designing the Data requirements for the applications assigned.,Work in collaborative way with CDO colleagues.,Provide inputs to PSC and other Project meetings.,Identify and raise risks well in advance so that they can be managed.,Other duties as assigned,Our Ideal Candidate,Minimum of 10 years of Banking industry work experience with a focus on Change management. Preferred: Experience as a BA/Data Analyst in projects. Experience with Data analytics and Visualization tools,Minimum of 7 years of experience in large-scale projects/programs with significant change impact and multiple dependencies within and across organizational boundaries. Preferred: Experience in Agile / Scrum approach.,Bachelor’s Degree in Business Administration, Computer or equivalent required; Master’s Degree preferred,Ability to work within a team as well as direct a team,Ability to simultaneously execute multiple roles individually, including SCRUM Product Owner, SCRUM Master, Business Analyst, Data Analyst.,Proven track record to tactically manage projects thru to delivery,Ability to communicate and build relationships with all levels of an organization (End Users – Sr. Executive Level), including both technical and non-technical audiences,Capable and reliable in meeting tight schedules and deadlines as well as high attention to detail while maintaining clear customer expectations throughout the life cycle of a project/engagement,Multi-disciplinary leadership capability, a strong customer focus, excellent people skills and the ability to develop process driven solutions,Good planning and forward-thinking skills.,Ability to work independently and able to assist team members in their strategies.,Excellent verbal and written communication skills,Good organizational and documentation skills are essential,Preferred but Not essential,Knowledge of Data Quality Management Framework.,Working experience in the role of PEGA Business architect/System Architect.,SCRUM Master/Product Owner certification.,Experience of working in a Project in Agile / SCRUM approach either as a SCRUM Master / Product Owner.,Strong data skillset, including SQL query building and/or BI analytics","Allegis Global Solutions is the exclusive Contingent HR services provider for one of the world’s leading banks.,At Allegis Global Solutions we’re proud to be the leader in global talent solutions. We draw upon decades of industry expertise to develop innovative tools, products, processes and strategies focused on outcome. Moreover, we’re incredibly proud to have built a culture that empowers our people to make their mark while making deep connections that will last a lifetime. With our passion and culture for talent, we are truly transforming the way the World acquires talent.,Our Client is one of the world's most international banks with over 1,100 branches, offices and outlets in 67 countries. They operate in some of the world's most dynamic markets and have been for over 150 years. More than 90 per cent of their income and profits are derived from Asia, Africa and the Middle East. Their brand promise, Here for good, underlines their distinctive approach.","$9,500","$5,000",Monthly,"Analysis,Business Analysis,Business Intelligence,Business Process,Business Process Improvement,Business Strategy,Change Management,Data Analysis,Leadership,Management,Management Consulting,Microsoft Office,Process Improvement,Program Management,Project Management,Requirements Analysis,Requirements Gathering,SDLC,SQL,Strategy",Data Analyst,Contract
GUMI ASIA PTE. LTD.,Information Technology,,Executive,https://www.mycareersfuture.sg/job/platform-engineer-gumi-asia-54f313f4b63eb6c0fcb838a51cd8b318,"CONNEXIS, 1 FUSIONOPOLIS WAY 138632","Coding/Scripting experience in languages such as Python, MEL, C#, C++, etc,Experience in managing maintaining databases across multiple complex MySQL DBMS implementations.,Excellent problem solving skills,Have a good understanding of software development methodologies,Strong understanding of CI/CD and the tools that facilitates this. (Jenkins, CC.net, GIT, Unit testing, etc) would be an added benefit,Self-directed within a team context","Responsible for programming and maintaining mobile game server-side game logic and infrastructure.,Job level,:  Assistant Staff/Staff/Senior Staff,Department,:  Operations,Reports to,:  Technical Manager/Assoc. Director,Responsibilities,Infrastructure Management,Be part of a team of server developers who help set up and maintain Amazon Web Services (EC2 Instances, S3, RDBS, etc.).,Help implement and maintain RESTful Web APIs.,Designing DB Architecture, DB Normalisation and general server Architectures.,Payment services/Platform integration.,Help manage RDBMS, SQL Queries, Stop procedures and NoSQL.,Work with everyone from QA to system admins to fix bugs and resolve production issues in a timely manner.,Collaborate with game SKUs leads in implementing technological best practices to improve development efficiency and quality,Data Management,Identify, troubleshoot, and resolve any performance, system or data related issues, and work to ensure data consistency and integrity,Work with Product, Data Analyst and Marketing teams on data requirements.,Work with various game teams on data set and data flow to ensure that data requirements are met.","$6,500","$5,000",Monthly,"ActionScript,C#,C++,Computer Games,DirectX,Game Design,Game Development,Game Programming,Gameplay,iOS Development,Java,JavaScript,Lua,Mobile Games,Objective-C,OpenGL,Programming,Python,Unity3D,Video Games",Platform Engineer,Full Time
CHEIL SINGAPORE PTE. LTD.,Advertising / Media ,,Professional,https://www.mycareersfuture.sg/job/data-planner-cheil-singapore-175fbb9a839927c11ed2ec56575ecc34,"MAPLETREE BUSINESS CITY, 30 PASIR PANJANG ROAD 117440","Capability to build marketing plan based on consumer data analysis,Data marketing planning expertise with more than 6-7 years career experience,[Technical background] Data analytics,Know how to analyze the data points to understand the consumer journey,Full Facebook hands on experience,from campaign planning / execution / performance analytics,Actual Facebook account running,experience (FB AD account),Basic web analytics experience (,Adobe analytics or Google analytics,),Advanced data analytics knowledge and skills will be optional plus (SQL, Python, etc.),[Marketing background] Marketing planning,Know how to build up marketing (campaign) plan based on the data insight analysis,Strategic thinking process,: how to utilize the data points to build up consumer journey hypothesis,Data story telling,- how to deliver the message with logical story telling by utilizing the data points,Good presentation,skills - Build up the idea as good looking presentation format (Power Point),[Business background] Account servicing,Know how to deal with project with the client,Timeline  & Resource management,: Mange the resource to deliver the output along to the timeline,Client communication & expectation management,: Deal with client expectation with proper communication level","CDM solution consulting to SAMSUNG SEA(South East Asia) RHQ client,CDM project leading,[ Planning ],Hands on CDM solution proposal based on the data analysis insight,[ Project management ],Time & Resource management to deliver the output,[ Account service ],Client communication & Expectation management,Project coverage,1] Facebook deep dive attribution analysis & action recommendation,FB campaign execution data give (FB AD account access of SAMSUNG SEA 8 countries),Conversion attribution analysis & FB campaign strategy recommendation,2] Samsung.com performance analysis report,Samsung.com visit analysis (through Adobe analytics access of SAMSUNG SEA 8 countries),Monthly Samsung.com visit performance analysis,Supportive resource in project,Data engineer & scientist,(shared service in team) to process the data in technical level,Data analyst & technician,(Dedicated resource) to pull out actual performance metrics","$6,000","$5,000",Monthly,"Advertising,Brand Architecture,Brand Development,Creative Direction,Creative Strategy,Customer Insight,Digital Marketing,Digital Media,Digital Strategy,Integrated Marketing,Leadership,Marketing,Marketing Communications,Marketing Strategy,Mobile Marketing,Online Advertising,Social Media,Social Media Marketing,Strategic Planning,Strategy",Data Planner,Full Time
UNTANGLE AI PTE. LTD.,Information Technology,,Fresh/entry level,https://www.mycareersfuture.sg/job/data-scientist-untangle-ai-4371030ab9ca99050516ae26ac3f7fd2,32 CARPENTER STREET 059911,"BSc or Master in Computer Science with experience in Deep learning, Computer Vision and Machine Learning,Track record of solving industry problems through novel algorithms and innovation,Strong understanding of model architectures of Deep Neural Networks (Gradients, Activation Paths, Activation Functions, etc.),Strong understanding of building blocks of statistics & probability (Covariance, Canonical Correlation, Markov Chains, Brownian Motion, Autocorrelation, Partial Autocorrelation, Bayesian optimisation, Hypothesis testing etc.),Strong understanding of statistical learning techniques (Classification, Regression, Clustering, metrics, structured learning, probabilistic graphical models),Self-reliant; able to work independently and accept responsibility for projects.,Fast prototyping skills, including comprehensive feature integration during all cycles of development.,Strong understanding of Databases and SQL,Strong understanding of parallel processing using OpenMP,Good business knowledge of Supply Chain(Domain),Willingness to learn and experiment, with a passion for technology.,Fluent in both written and spoken English.,Experience with C++, Python, Caffe, Torch and Tensorflow,Nice to Haves:,Experience with adversarial models within Deep Learning (especially Generative Adversarial Networks),Understanding of systems analysis (Phase portraits, impulse response, filters, etc.),Publications in top computer vision/deep learning conferences and journals,Contribution to major deep/machine learning open source libraries.","We are looking to hire the best Data Scientists in the world. If you have a passion for technology, AI and deep learning,  this is an opportunity to work with great people in a great company. Learn from the top computer scientists in Asia and get hands on experience developing directly with clients.,Be part of a game changing team and help developer the future of AI.,Responsibilities:,The Data Scientist position is to carry out cutting edge research and development in building and deploying models both internally and to our clients specifications. This involves solving incredibly hard problems in AI and transforming those solutions in to world class products. This role covers a wide range of challenges, from enhancing our core deep learning methods to R&D in AI, to working directly with our customers to solve unique problems in their environments.,Your primary responsibilities are:,Plan, develop and deploy models for our clients environments,Train models and design inference systems across all data types,Learn from senior engineers and implement solutions rapidly,Work closely with other engineers to transfer research prototypes to production systems,Propose new methods of discovery, optimisation or architectures,Reproduce lead research papers","$7,000","$5,000",Monthly,"Access,Analysis,Analytics,Business Analysis,Business Intelligence,Data Analysis,Data Mining,Databases,Management,Matlab,Microsoft Excel,Microsoft Office,PowerPoint,Project Management,R,Research,SAS,SPSS,SQL,Statistics",Data Scientist,Full Time
